"MovieTitle","MovieID","MovieURL","ReleaseYear","MovieRating","MovieNumUserRatings"
"Trust","tt1529572","http://www.imdb.com/title/tt1529572/",2010,7,32603
"Wrecked","tt1316622","http://www.imdb.com/title/tt1316622/",2010,5.3,12520
"Insidious","tt1591095","http://www.imdb.com/title/tt1591095/",2010,6.8,184100
"Something Borrowed","tt0491152","http://www.imdb.com/title/tt0491152/",2011,5.9,45514
"Super","tt1512235","http://www.imdb.com/title/tt1512235/",2010,6.8,58014
"Sucker Punch","tt0978764","http://www.imdb.com/title/tt0978764/",2011,6.1,187569
"Diary of a Wimpy Kid: Rodrick Rules","tt1650043","http://www.imdb.com/title/tt1650043/",2011,6.6,17462
"Arthur 3: The War of the Two Worlds","tt0940656","http://www.imdb.com/title/tt0940656/",2010,5.5,5329
"Arthur and the Revenge of Maltazard","tt0940657","http://www.imdb.com/title/tt0940657/",2009,5.3,4977
"Children of the Corn: Genesis","tt1745672","http://www.imdb.com/title/tt1745672/",2011,3.9,2249
"Comic Relief: Uptown Downstairs Abbey","tt1867525","http://www.imdb.com/title/tt1867525/",2011,7.6,107
"Paul","tt1092026","http://www.imdb.com/title/tt1092026/",2011,7,180656
"Choose","tt1325723","http://www.imdb.com/title/tt1325723/",2011,4.7,3451
"The Beaver","tt1321860","http://www.imdb.com/title/tt1321860/",2011,6.7,37970
"Detention","tt1701990","http://www.imdb.com/title/tt1701990/",2011,5.8,11942
"A Matter of Taste: Serving Up Paul Liebrandt","tt1746136","http://www.imdb.com/title/tt1746136/",2011,7.1,337
"The Divide","tt1535616","http://www.imdb.com/title/tt1535616/",2011,5.8,29290
"A Bag of Hammers","tt1509787","http://www.imdb.com/title/tt1509787/",2011,6.7,2432
"The Innkeepers","tt1594562","http://www.imdb.com/title/tt1594562/",2011,5.5,26063
"Kill List","tt1788391","http://www.imdb.com/title/tt1788391/",2011,6.3,23356
"Attack the Block","tt1478964","http://www.imdb.com/title/tt1478964/",2011,6.6,76666
"Kill the Irishman","tt1416801","http://www.imdb.com/title/tt1416801/",2011,7.2,33796
"Source Code","tt0945513","http://www.imdb.com/title/tt0945513/",2011,7.5,350377
"Mars Needs Moms","tt1305591","http://www.imdb.com/title/tt1305591/",2011,5.4,16798
"Weekend","tt1714210","http://www.imdb.com/title/tt1714210/",2011,7.7,17573
"The Lincoln Lawyer","tt1189340","http://www.imdb.com/title/tt1189340/",2011,7.3,165108
"Jane Eyre","tt1229822","http://www.imdb.com/title/tt1229822/",2011,7.4,58061
"Limitless","tt1219289","http://www.imdb.com/title/tt1219289/",2011,7.4,387377
"Battle Los Angeles","tt1217613","http://www.imdb.com/title/tt1217613/",2011,5.8,150075
"Colin & Brad: Two Man Group","tt1844641","http://www.imdb.com/title/tt1844641/",2011,7.7,271
"Girl Walks Into a Bar","tt1682246","http://www.imdb.com/title/tt1682246/",2011,5.7,4266
"Red Riding Hood","tt1486185","http://www.imdb.com/title/tt1486185/",2011,5.4,85350
"All Things Fall Apart","tt1606390","http://www.imdb.com/title/tt1606390/",2011,5.5,2009
"Beastly","tt1152398","http://www.imdb.com/title/tt1152398/",2011,5.6,60248
"The Adjustment Bureau","tt1385826","http://www.imdb.com/title/tt1385826/",2011,7.1,190037
"Absentia","tt1610996","http://www.imdb.com/title/tt1610996/",2011,5.8,11866
"Take Me Home Tonight","tt0810922","http://www.imdb.com/title/tt0810922/",2011,6.3,42317
"The Legend of Hell's Gate: An American Conspiracy","tt1220217","http://www.imdb.com/title/tt1220217/",2011,4.4,584
"Drive Angry","tt1502404","http://www.imdb.com/title/tt1502404/",2011,5.5,78750
"Thurgood","tt1844811","http://www.imdb.com/title/tt1844811/",2011,7.7,447
"Hall Pass","tt0480687","http://www.imdb.com/title/tt0480687/",2011,5.9,99006
"Les Misérables in Concert: The 25th Anniversary","tt1754109","http://www.imdb.com/title/tt1754109/",2010,8.7,3590
"Amanda Knox: Murder on Trial in Italy","tt1783413","http://www.imdb.com/title/tt1783413/",2011,5.8,1514
"Big Mommas: Like Father, Like Son","tt1464174","http://www.imdb.com/title/tt1464174/",2011,4.3,18295
"The Resident","tt1334102","http://www.imdb.com/title/tt1334102/",2011,5.3,20520
"I Am Number Four","tt1464540","http://www.imdb.com/title/tt1464540/",2011,6.1,185247
"Unknown","tt1401152","http://www.imdb.com/title/tt1401152/",2011,6.9,200401
"Game of Death","tt1446072","http://www.imdb.com/title/tt1446072/",2010,4.7,5373
"Rango","tt1192628","http://www.imdb.com/title/tt1192628/",2011,7.3,170163
"The Sunset Limited","tt1510938","http://www.imdb.com/title/tt1510938/",2011,7.4,19758
"Mama Africa","tt1543029","http://www.imdb.com/title/tt1543029/",2011,6.9,209
"The Eagle","tt1034389","http://www.imdb.com/title/tt1034389/",2011,6.2,50590
"Just Go with It","tt1564367","http://www.imdb.com/title/tt1564367/",2011,6.4,161846
"Sanctum","tt0881320","http://www.imdb.com/title/tt0881320/",2011,5.9,45322
"The Roommate","tt1265990","http://www.imdb.com/title/tt1265990/",2011,4.8,27785
"Red Dog","tt0803061","http://www.imdb.com/title/tt0803061/",2011,7.5,12250
"The Lost Valentine","tt1709157","http://www.imdb.com/title/tt1709157/",2011,7.5,3926
"The Son of No One","tt1535612","http://www.imdb.com/title/tt1535612/",2011,5.1,13804
"Flypaper","tt1541160","http://www.imdb.com/title/tt1541160/",2011,6.4,25398
"From Prada to Nada","tt0893412","http://www.imdb.com/title/tt0893412/",2011,5.5,11338
"I Melt with You","tt1691920","http://www.imdb.com/title/tt1691920/",2011,6,4836
"The Rite","tt1161864","http://www.imdb.com/title/tt1161864/",2011,6,71706
"The Traveler","tt1533084","http://www.imdb.com/title/tt1533084/",2010,4,3676
"Open Season 3","tt1646926","http://www.imdb.com/title/tt1646926/",2010,5.2,5766
"The Mechanic","tt0472399","http://www.imdb.com/title/tt0472399/",2011,6.6,111256
"Margin Call","tt1615147","http://www.imdb.com/title/tt1615147/",2011,7.1,86494
"Sound of My Voice","tt1748207","http://www.imdb.com/title/tt1748207/",2011,6.7,14161
"Take Shelter","tt1675192","http://www.imdb.com/title/tt1675192/",2011,7.4,61492
"Another Earth","tt1549572","http://www.imdb.com/title/tt1549572/",2011,7,65543
"Perfect Sense","tt1439572","http://www.imdb.com/title/tt1439572/",2011,7.1,38365
"The Mill and the Cross","tt1324055","http://www.imdb.com/title/tt1324055/",2011,6.9,2834
"Cedar Rapids","tt1477837","http://www.imdb.com/title/tt1477837/",2011,6.3,31976
"Little Birds","tt1623745","http://www.imdb.com/title/tt1623745/",2011,6.2,3726
"Another Happy Day","tt1719071","http://www.imdb.com/title/tt1719071/",2011,6,3125
"Elite Squad: The Enemy Within","tt1555149","http://www.imdb.com/title/tt1555149/",2010,8.1,62128
"Reagan","tt1822382","http://www.imdb.com/title/tt1822382/",2011,7.4,679
"Gnomeo & Juliet","tt0377981","http://www.imdb.com/title/tt0377981/",2011,6,40350
"The Art of Getting By","tt1645080","http://www.imdb.com/title/tt1645080/",2011,6.6,41014
"Red State","tt0873886","http://www.imdb.com/title/tt0873886/",2011,6.2,50858
"Mean Girls 2","tt1679235","http://www.imdb.com/title/tt1679235/",2011,4.1,14261
"The Woman","tt1714208","http://www.imdb.com/title/tt1714208/",2011,6.1,15830
"The Devil's Double","tt1270262","http://www.imdb.com/title/tt1270262/",2011,7.1,51997
"Our Idiot Brother","tt1637706","http://www.imdb.com/title/tt1637706/",2011,6.4,72237
"Like Crazy","tt1758692","http://www.imdb.com/title/tt1758692/",2011,6.7,43027
"Hobo with a Shotgun","tt1640459","http://www.imdb.com/title/tt1640459/",2011,6.1,36183
"Tyrannosaur","tt1204340","http://www.imdb.com/title/tt1204340/",2011,7.6,23683
"Martha Marcy May Marlene","tt1441326","http://www.imdb.com/title/tt1441326/",2011,7,38530
"Silent House","tt1767382","http://www.imdb.com/title/tt1767382/",2011,5.3,17682
"Senna","tt1424432","http://www.imdb.com/title/tt1424432/",2010,8.6,42995
"Win Win","tt1606392","http://www.imdb.com/title/tt1606392/",2011,7.2,46878
"The Ledge","tt1535970","http://www.imdb.com/title/tt1535970/",2011,6.6,14630
"I Saw the Devil","tt1588170","http://www.imdb.com/title/tt1588170/",2010,7.8,64968
"The Music Never Stopped","tt1613062","http://www.imdb.com/title/tt1613062/",2011,7.5,5458
"The Guard","tt1540133","http://www.imdb.com/title/tt1540133/",2011,7.3,60991
"The Dilemma","tt1578275","http://www.imdb.com/title/tt1578275/",2011,5.3,42059
"The Green Hornet","tt0990407","http://www.imdb.com/title/tt0990407/",2011,5.9,130152
"Pathfinders: In the Company of Strangers","tt1260680","http://www.imdb.com/title/tt1260680/",2011,3.5,1070
"No Strings Attached","tt1411238","http://www.imdb.com/title/tt1411238/",2011,6.2,156900
"The Names of Love","tt1646974","http://www.imdb.com/title/tt1646974/",2010,7.2,5975
"Womb","tt1216520","http://www.imdb.com/title/tt1216520/",2010,6.4,9024
"Sound of Noise","tt1278449","http://www.imdb.com/title/tt1278449/",2010,7.3,6557
"The Whistleblower","tt0896872","http://www.imdb.com/title/tt0896872/",2010,7.2,22832
"Change of Plans","tt1790658","http://www.imdb.com/title/tt1790658/",2011,6.2,739
"Vanishing on 7th Street","tt1452628","http://www.imdb.com/title/tt1452628/",2010,4.9,21111
"Season of the Witch","tt0479997","http://www.imdb.com/title/tt0479997/",2011,5.4,72755
"The Craigslist Killer","tt1772373","http://www.imdb.com/title/tt1772373/",2011,5.3,1664
"Bobby Fischer Against the World","tt1777551","http://www.imdb.com/title/tt1777551/",2011,7.4,5162
"The Details","tt1433207","http://www.imdb.com/title/tt1433207/",2011,6.2,6578
"The Other Woman","tt1032825","http://www.imdb.com/title/tt1032825/",2009,6.4,14476
"If a Tree Falls: A Story of the Earth Liberation Front","tt1787725","http://www.imdb.com/title/tt1787725/",2011,7.2,2579
"The Redemption of General Butt Naked","tt1733679","http://www.imdb.com/title/tt1733679/",2011,7.4,203
"Sing Your Song","tt1787797","http://www.imdb.com/title/tt1787797/",2011,7.5,369
"Submarine","tt1440292","http://www.imdb.com/title/tt1440292/",2010,7.3,60479
"Eric & Ernie","tt1719681","http://www.imdb.com/title/tt1719681/",2011,8,459
"Attack of La Niña","tt2521086","http://www.imdb.com/title/tt2521086/",2011,7.6,53
"Gulliver's Travels","tt1320261","http://www.imdb.com/title/tt1320261/",2010,4.9,50415
"Somewhere","tt1421051","http://www.imdb.com/title/tt1421051/",2010,6.4,34325
"Little Fockers","tt0970866","http://www.imdb.com/title/tt0970866/",2010,5.5,80065
"Angel","tt0783767","http://www.imdb.com/title/tt0783767/",2007,5.9,4218
"Robot Chicken: Star Wars Episode III","tt1691338","http://www.imdb.com/title/tt1691338/",2010,8.1,2377
"Alleged","tt1516009","http://www.imdb.com/title/tt1516009/",2010,4.5,221
"And Soon the Darkness","tt1391034","http://www.imdb.com/title/tt1391034/",2010,5.2,13031
"TRON: Legacy","tt1104001","http://www.imdb.com/title/tt1104001/",2010,6.8,251980
"True Grit","tt1403865","http://www.imdb.com/title/tt1403865/",2010,7.7,225362
"Ultramarines: A Warhammer 40,000 Movie","tt1679332","http://www.imdb.com/title/tt1679332/",2010,5.7,4853
"How Do You Know","tt1341188","http://www.imdb.com/title/tt1341188/",2010,5.3,33690
"Yogi Bear","tt1302067","http://www.imdb.com/title/tt1302067/",2010,4.5,15576
"The Fighter","tt0964517","http://www.imdb.com/title/tt0964517/",2010,7.9,258264
"The Tourist","tt1243957","http://www.imdb.com/title/tt1243957/",2010,6,164990
"The Chronicles of Narnia: The Voyage of the Dawn Treader","tt0980970","http://www.imdb.com/title/tt0980970/",2010,6.3,98171
"Sundays at Tiffany's","tt1743360","http://www.imdb.com/title/tt1743360/",2010,6.7,2964
"The Warrior's Way","tt1032751","http://www.imdb.com/title/tt1032751/",2010,6.3,21597
"The Victoria's Secret Fashion Show","tt1781030","http://www.imdb.com/title/tt1781030/",2010,8.5,621
"Tangled","tt0398286","http://www.imdb.com/title/tt0398286/",2010,7.8,266199
"Burlesque","tt1126591","http://www.imdb.com/title/tt1126591/",2010,6.4,58350
"Faster","tt1433108","http://www.imdb.com/title/tt1433108/",2010,6.5,77193
"Harry Potter and the Deathly Hallows: Part 1","tt0926084","http://www.imdb.com/title/tt0926084/",2010,7.7,3e+05
"The Lost Future","tt1615091","http://www.imdb.com/title/tt1615091/",2010,5,4229
"Skyline","tt1564585","http://www.imdb.com/title/tt1564585/",2010,4.4,73928
"Morning Glory","tt1126618","http://www.imdb.com/title/tt1126618/",2010,6.5,55387
"The Next Three Days","tt1458175","http://www.imdb.com/title/tt1458175/",2010,7.4,138922
"Country Strong","tt1555064","http://www.imdb.com/title/tt1555064/",2010,6.3,14253
"The Hammer","tt1094666","http://www.imdb.com/title/tt1094666/",2010,7.2,1330
"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","tt1638979","http://www.imdb.com/title/tt1638979/",2010,7.4,247
"Don't Be Afraid of the Dark","tt1270761","http://www.imdb.com/title/tt1270761/",2010,5.6,39376
"For Colored Girls","tt1405500","http://www.imdb.com/title/tt1405500/",2010,5.9,5955
"All Good Things","tt1175709","http://www.imdb.com/title/tt1175709/",2010,6.3,38139
"Due Date","tt1231583","http://www.imdb.com/title/tt1231583/",2010,6.6,261629
"Love & Other Drugs","tt0758752","http://www.imdb.com/title/tt0758752/",2010,6.7,133667
"The Big Bang","tt1307873","http://www.imdb.com/title/tt1307873/",2010,5.5,6066
"Rabbit Hole","tt0935075","http://www.imdb.com/title/tt0935075/",2010,7,39282
"The Conspirator","tt0968264","http://www.imdb.com/title/tt0968264/",2010,7,22787
"Megamind","tt1001526","http://www.imdb.com/title/tt1001526/",2010,7.3,159364
"Wild Target","tt1235189","http://www.imdb.com/title/tt1235189/",2010,6.9,28340
"Saw 3D: The Final Chapter","tt1477076","http://www.imdb.com/title/tt1477076/",2010,5.6,63600
"Casino Jack","tt1194417","http://www.imdb.com/title/tt1194417/",2010,6.2,14272
"Unstoppable","tt0477080","http://www.imdb.com/title/tt0477080/",2010,6.8,141316
"Paranormal Activity 2","tt1536044","http://www.imdb.com/title/tt1536044/",2010,5.7,77682
"Kevin Smith: Too Fat for 40!","tt1705115","http://www.imdb.com/title/tt1705115/",2010,7.4,892
"The Debt","tt1226753","http://www.imdb.com/title/tt1226753/",2010,6.9,53734
"Black Death","tt1181791","http://www.imdb.com/title/tt1181791/",2010,6.4,33356
"Bo Burnham: Words, Words, Words","tt1747960","http://www.imdb.com/title/tt1747960/",2010,8.2,851
"The Girl Who Kicked the Hornet's Nest","tt1343097","http://www.imdb.com/title/tt1343097/",2009,7.3,48756
"Doghouse","tt1023500","http://www.imdb.com/title/tt1023500/",2009,6.1,17738
"The Clinic","tt1345772","http://www.imdb.com/title/tt1345772/",2010,5.4,5193
"Altitude","tt1407049","http://www.imdb.com/title/tt1407049/",2010,4.9,8374
"Hereafter","tt1212419","http://www.imdb.com/title/tt1212419/",2010,6.5,77723
"Honest Man: The Life of R. Budd Dwyer","tt1623777","http://www.imdb.com/title/tt1623777/",2010,7.4,236
"The Song of Lunch","tt1686812","http://www.imdb.com/title/tt1686812/",2010,7.5,1196
"Meek's Cutoff","tt1518812","http://www.imdb.com/title/tt1518812/",2010,6.5,7731
"Made in Dagenham","tt1371155","http://www.imdb.com/title/tt1371155/",2010,7.2,10522
"Heartbeats","tt1600524","http://www.imdb.com/title/tt1600524/",2010,7.2,16424
"My Soul to Take","tt0872230","http://www.imdb.com/title/tt0872230/",2010,4.8,15775
"Cameraman: The Life and Work of Jack Cardiff","tt1626811","http://www.imdb.com/title/tt1626811/",2010,7.8,854
"An Invisible Sign","tt1212454","http://www.imdb.com/title/tt1212454/",2010,5.4,3049
"Stone","tt1423995","http://www.imdb.com/title/tt1423995/",2010,5.4,33852
"Henry's Crime","tt1220888","http://www.imdb.com/title/tt1220888/",2010,6,14879
"Fair Game","tt0977855","http://www.imdb.com/title/tt0977855/",2010,6.8,36796
"Life as We Know It","tt1055292","http://www.imdb.com/title/tt1055292/",2010,6.5,87887
"Inhale","tt1196340","http://www.imdb.com/title/tt1196340/",2010,6.7,5198
"Hatchet II","tt1270835","http://www.imdb.com/title/tt1270835/",2010,5.4,8839
"Conviction","tt1244754","http://www.imdb.com/title/tt1244754/",2010,7.2,33050
"Stake Land","tt1464580","http://www.imdb.com/title/tt1464580/",2010,6.5,32779
"Case 39","tt0795351","http://www.imdb.com/title/tt0795351/",2009,6.2,56576
"Phil Ochs: There But for Fortune","tt1597089","http://www.imdb.com/title/tt1597089/",2010,7.6,312
"Secretariat","tt1028576","http://www.imdb.com/title/tt1028576/",2010,7.2,19826
"RED","tt1245526","http://www.imdb.com/title/tt1245526/",2010,7.1,225773
"Bunraku","tt1181795","http://www.imdb.com/title/tt1181795/",2010,6.2,16114
"It's Kind of a Funny Story","tt0804497","http://www.imdb.com/title/tt0804497/",2010,7.2,98687
"The Virginity Hit","tt1695994","http://www.imdb.com/title/tt1695994/",2010,4.6,3408
"Nude Nuns with Big Guns","tt1352388","http://www.imdb.com/title/tt1352388/",2010,3.9,4555
"You Again","tt1414382","http://www.imdb.com/title/tt1414382/",2010,5.8,39104
"The Social Network","tt1285016","http://www.imdb.com/title/tt1285016/",2010,7.8,441894
"Legend of the Guardians: The Owls of Ga'Hoole","tt1219342","http://www.imdb.com/title/tt1219342/",2010,7,62354
"Primal","tt1438534","http://www.imdb.com/title/tt1438534/",2010,4.9,4960
"Mother's Day","tt1434435","http://www.imdb.com/title/tt1434435/",2010,6.3,12106
"Let Me In","tt1228987","http://www.imdb.com/title/tt1228987/",2010,7.2,86740
"The Man from Nowhere","tt1527788","http://www.imdb.com/title/tt1527788/",2010,7.9,39266
"You Will Meet a Tall Dark Stranger","tt1182350","http://www.imdb.com/title/tt1182350/",2010,6.3,34049
"Triple Dog","tt1232838","http://www.imdb.com/title/tt1232838/",2010,6,3230
"The Experiment","tt0997152","http://www.imdb.com/title/tt0997152/",2010,6.4,39279
"The Tempest","tt1274300","http://www.imdb.com/title/tt1274300/",2010,5.4,5881
"Wall Street: Money Never Sleeps","tt1027718","http://www.imdb.com/title/tt1027718/",2010,6.3,80286
"Fred: The Movie","tt1595842","http://www.imdb.com/title/tt1595842/",2010,2.3,5451
"Bill Burr: Let It Go","tt1717578","http://www.imdb.com/title/tt1717578/",2010,8.3,1741
"Alpha and Omega","tt1213012","http://www.imdb.com/title/tt1213012/",2010,5.3,10531
"Easy A","tt1282140","http://www.imdb.com/title/tt1282140/",2010,7.1,255500
"Devil","tt1314655","http://www.imdb.com/title/tt1314655/",2010,6.3,98815
"The Town","tt0840361","http://www.imdb.com/title/tt0840361/",2010,7.6,265669
"Repeaters","tt1580426","http://www.imdb.com/title/tt1580426/",2010,5.8,4890
"Hole in One","tt1263800","http://www.imdb.com/title/tt1263800/",2010,3,2755
"Legendary","tt1563704","http://www.imdb.com/title/tt1563704/",2010,6.2,4075
"Resident Evil: Afterlife","tt1220634","http://www.imdb.com/title/tt1220634/",2010,5.9,124749
"I'm Still Here","tt1356864","http://www.imdb.com/title/tt1356864/",2010,6.2,14246
"Growth","tt1300159","http://www.imdb.com/title/tt1300159/",2010,4.8,3541
"The King's Speech","tt1504320","http://www.imdb.com/title/tt1504320/",2010,8.1,456409
"The Illusionist","tt0775489","http://www.imdb.com/title/tt0775489/",2010,7.5,27023
"Black Swan","tt0947798","http://www.imdb.com/title/tt0947798/",2010,8,516845
"The First Grader","tt0790663","http://www.imdb.com/title/tt0790663/",2010,7.4,2818
"127 Hours","tt1542344","http://www.imdb.com/title/tt1542344/",2010,7.6,261093
"Another Year","tt1431181","http://www.imdb.com/title/tt1431181/",2010,7.3,22712
"Going the Distance","tt1322312","http://www.imdb.com/title/tt1322312/",2010,6.4,48593
"Tamara Drewe","tt1486190","http://www.imdb.com/title/tt1486190/",2010,6.2,16419
"Camp Rock 2: The Final Jam","tt1252380","http://www.imdb.com/title/tt1252380/",2010,5.1,9326
"Never Let Me Go","tt1334260","http://www.imdb.com/title/tt1334260/",2010,7.2,103073
"Machete","tt0985694","http://www.imdb.com/title/tt0985694/",2010,6.7,158895
"The Way Back","tt1023114","http://www.imdb.com/title/tt1023114/",2010,7.3,82652
"Rubber","tt1612774","http://www.imdb.com/title/tt1612774/",2010,5.8,24046
"The American","tt1440728","http://www.imdb.com/title/tt1440728/",2010,6.3,76431
"9th Company","tt0417397","http://www.imdb.com/title/tt0417397/",2005,7.2,15928
"The King of Fighters","tt1038685","http://www.imdb.com/title/tt1038685/",2010,3.1,3488
"Dorian Gray","tt1235124","http://www.imdb.com/title/tt1235124/",2009,6.3,48519
"Lake Placid 3","tt1499249","http://www.imdb.com/title/tt1499249/",2010,3.3,2782
"Lottery Ticket","tt0979434","http://www.imdb.com/title/tt0979434/",2010,4.8,7602
"Nanny McPhee Returns","tt1415283","http://www.imdb.com/title/tt1415283/",2010,6,17633
"The Switch","tt0889573","http://www.imdb.com/title/tt0889573/",2010,6.1,73609
"Piranha 3D","tt0464154","http://www.imdb.com/title/tt0464154/",2010,5.5,69616
"Beneath Hill 60","tt1418646","http://www.imdb.com/title/tt1418646/",2010,7,5432
"Vampires Suck","tt1666186","http://www.imdb.com/title/tt1666186/",2010,3.5,37660
"Cemetery Junction","tt1196204","http://www.imdb.com/title/tt1196204/",2010,6.9,16993
"Scott Pilgrim vs. the World","tt0446029","http://www.imdb.com/title/tt0446029/",2010,7.5,254165
"Eat Pray Love","tt0879870","http://www.imdb.com/title/tt0879870/",2010,5.7,58486
"Boy Wonder","tt1456060","http://www.imdb.com/title/tt1456060/",2010,6.9,7231
"The Secret of Moonacre","tt0396707","http://www.imdb.com/title/tt0396707/",2008,6.2,7206
"Triage","tt1217070","http://www.imdb.com/title/tt1217070/",2009,6.5,8477
"Fragile","tt0422272","http://www.imdb.com/title/tt0422272/",2005,6.2,12349
"Flipped","tt0817177","http://www.imdb.com/title/tt0817177/",2010,7.7,55267
"Step Up 3D","tt1193631","http://www.imdb.com/title/tt1193631/",2010,6.2,44640
"A Turtle's Tale: Sammy's Adventures","tt1230204","http://www.imdb.com/title/tt1230204/",2010,6.1,5081
"Takers","tt1135084","http://www.imdb.com/title/tt1135084/",2010,6.2,44776
"The Expendables","tt1320253","http://www.imdb.com/title/tt1320253/",2010,6.5,253405
"The Other Guys","tt1386588","http://www.imdb.com/title/tt1386588/",2010,6.6,177225
"Cats & Dogs: The Revenge of Kitty Galore","tt1287468","http://www.imdb.com/title/tt1287468/",2010,4.3,9599
"Dinner for Schmucks","tt0427152","http://www.imdb.com/title/tt0427152/",2010,5.9,76269
"Charlie St. Cloud","tt1438254","http://www.imdb.com/title/tt1438254/",2010,6.4,44007
"Hunter Prey","tt1270291","http://www.imdb.com/title/tt1270291/",2010,5.8,5252
"With Great Power: The Stan Lee Story","tt1091863","http://www.imdb.com/title/tt1091863/",2010,7.1,665
"Ramona and Beezus","tt0493949","http://www.imdb.com/title/tt0493949/",2010,6.7,13192
"Kevin Hart: Seriously Funny","tt1714196","http://www.imdb.com/title/tt1714196/",2010,7.7,2373
"The Client List","tt1625340","http://www.imdb.com/title/tt1625340/",2010,5.8,4557
"Salt","tt0944835","http://www.imdb.com/title/tt0944835/",2010,6.4,233415
"Revenge of the Bridesmaids","tt1666642","http://www.imdb.com/title/tt1666642/",2010,6.1,4122
"Operation: Endgame","tt1268987","http://www.imdb.com/title/tt1268987/",2010,4.9,8913
"Standing Ovation","tt1303803","http://www.imdb.com/title/tt1303803/",2010,3.4,553
"Bereavement","tt1100051","http://www.imdb.com/title/tt1100051/",2010,5.1,5154
"The Sorcerer's Apprentice","tt0963966","http://www.imdb.com/title/tt0963966/",2010,6.1,118023
"Inception","tt1375666","http://www.imdb.com/title/tt1375666/",2010,8.8,1332944
"The Girl Who Played with Fire","tt1216487","http://www.imdb.com/title/tt1216487/",2009,7.1,69323
"Predators","tt1424381","http://www.imdb.com/title/tt1424381/",2010,6.4,163289
"The Oxford Murders","tt0488604","http://www.imdb.com/title/tt0488604/",2008,6.1,21617
"Sinners and Saints","tt1130969","http://www.imdb.com/title/tt1130969/",2010,6.2,4439
"Love Ranch","tt1125929","http://www.imdb.com/title/tt1125929/",2010,5.6,2326
"The Last Airbender","tt0938283","http://www.imdb.com/title/tt0938283/",2010,4.3,113254
"The Twilight Saga: Eclipse","tt1325004","http://www.imdb.com/title/tt1325004/",2010,4.9,175148
"The Pagan Queen","tt1096997","http://www.imdb.com/title/tt1096997/",2009,3.5,577
"Despicable Me","tt1323594","http://www.imdb.com/title/tt1323594/",2010,7.7,352325
"Black Field","tt1393009","http://www.imdb.com/title/tt1393009/",2009,6.9,137
"16 Wishes","tt1646876","http://www.imdb.com/title/tt1646876/",2010,5.6,6784
"Elena Undone","tt1575539","http://www.imdb.com/title/tt1575539/",2010,6.4,3044
"Grown Ups","tt1375670","http://www.imdb.com/title/tt1375670/",2010,6,169299
"The Last Exorcism","tt1320244","http://www.imdb.com/title/tt1320244/",2010,5.6,39976
"Bloomington","tt1409004","http://www.imdb.com/title/tt1409004/",2010,6.1,3209
"Knight and Day","tt1013743","http://www.imdb.com/title/tt1013743/",2010,6.3,140899
"Toy Story 3","tt0435761","http://www.imdb.com/title/tt0435761/",2010,8.4,493061
"Jonah Hex","tt1075747","http://www.imdb.com/title/tt1075747/",2010,4.6,43176
"Unthinkable","tt0914863","http://www.imdb.com/title/tt0914863/",2010,7.1,68523
"For Neda","tt1671630","http://www.imdb.com/title/tt1671630/",2010,8.1,170
"Valhalla Rising","tt0862467","http://www.imdb.com/title/tt0862467/",2009,6,39916
"The Karate Kid","tt1155076","http://www.imdb.com/title/tt1155076/",2010,6.2,111666
"Room in Rome","tt1263750","http://www.imdb.com/title/tt1263750/",2010,6.2,15044
"Video Games Live","tt1684934","http://www.imdb.com/title/tt1684934/",2010,8.1,36
"Get Him to the Greek","tt1226229","http://www.imdb.com/title/tt1226229/",2010,6.4,141390
"Marmaduke","tt1392197","http://www.imdb.com/title/tt1392197/",2010,4.2,10766
"The A-Team","tt0429493","http://www.imdb.com/title/tt0429493/",2010,6.8,201578
"Killers","tt1103153","http://www.imdb.com/title/tt1103153/",2010,5.4,69286
"Going Postal","tt1219817","http://www.imdb.com/title/tt1219817/",2010,7.8,5716
"Genius Within: The Inner Life of Glenn Gould","tt1503774","http://www.imdb.com/title/tt1503774/",2009,7.3,311
"The Special Relationship","tt1117646","http://www.imdb.com/title/tt1117646/",2010,6.8,3397
"Agora","tt1186830","http://www.imdb.com/title/tt1186830/",2009,7.2,49104
"Prince of Persia: The Sands of Time","tt0473075","http://www.imdb.com/title/tt0473075/",2010,6.6,208727
"Sex and the City 2","tt1261945","http://www.imdb.com/title/tt1261945/",2010,4.3,56108
"The Kings of Mykonos","tt1457766","http://www.imdb.com/title/tt1457766/",2010,4.6,1813
"StreetDance 3D","tt1447972","http://www.imdb.com/title/tt1447972/",2010,5.9,8492
"Just Wright","tt1407061","http://www.imdb.com/title/tt1407061/",2010,5.8,9328
"Chatroom","tt1319704","http://www.imdb.com/title/tt1319704/",2010,5.6,6873
"Robin Hood","tt0955308","http://www.imdb.com/title/tt0955308/",2010,6.7,200858
"Gone","tt0482374","http://www.imdb.com/title/tt0482374/",2006,5.4,3315
"Garbo: The Spy","tt1344315","http://www.imdb.com/title/tt1344315/",2009,7.3,346
"I Spit on Your Grave","tt1242432","http://www.imdb.com/title/tt1242432/",2010,6.3,51889
"Furry Vengeance","tt0492389","http://www.imdb.com/title/tt0492389/",2010,3.7,11774
"Survival of the Dead","tt1134854","http://www.imdb.com/title/tt1134854/",2009,5,16959
"The Descent: Part 2","tt1073105","http://www.imdb.com/title/tt1073105/",2009,5.8,29458
"A Nightmare on Elm Street","tt1179056","http://www.imdb.com/title/tt1179056/",2010,5.2,71551
